file,pause
data_process/CTT5-1-4/51CTT.wav,0000000000000000000000000000000000000000001111111111111111111111111000000000000000111111111111111111111111111100000000000000000000000000000000000000000000000000000000000000000111111111111111111111111000000000000000000000011111111111111111111111111111110000000000000000000000000000000000000111000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111000000001111111111111111111111111111111111111111111111111110011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111000000111111111111111111111111111111111111111111111111111000000000000000000001111111111111111111111111111111111110000000000011111111110000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000000000111111111111111111111111111111111111111111111111111110000000000000000000000000000000000000011111111111111111111111111110000000000000000000000111111111111111111111111111111111111111111111111111111111111111111111000000000000000000000011100000000000111111100000000000000000000000000111111111110000000000000000000000000000000000000011111111111111111111111111111000000000000000000000000000000000000000000000000001111111111111111111111111111111111110000000000000000000001111111111111101111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000000111111111111111111111111111111111111111111111111111111110000000000000000000011111111111111111111111111111111111111111111111111111111111111111111100000000000000000000000000000000000000000111111111111111111111111111110111111111111111111111111111111111111111111110000000000000000000000000000000000000000000000000000000000000000000011111111111111111110000000111111110000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111111111111111111100111111111111111111111111111100000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000000000011111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111110011111111111111111111111111111111
data_process/CTT5-1-4/53CTT.wav,0000000000000000000000000000000000000000000001110000111111000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111100000000000000000000000000000000000000001110011100000000000000000000000000000000000000000000000000000001111111111111111111100000000000000000000000000000000111000000000001111101111000000001111000000000000000000000000000000000000000000000000000000011111111111100000000000000000000000000000000000000000000000000000000000000000111111000111000111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111111000000000011111100000000000000001111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
data_process/CTT5-1-4/55CTT.wav,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
data_process/CTT5-1-4/70CTT.wav,0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
data_process/CTT5-1-4/83CTT.wav,000000000000000000001111100001111011111000000000000000000000000000000000000000000000000000000000000000000000001110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000111000000111000000000000001110000000000000000000000000000000000000000000000000000000000000000111100111111111111100000000000000000000000000000000000000000000000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000000000000000000000000000000000000000000000000000000000111000000000000000000000000000000000000000000000000000000000000011100011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
data_process/CTT5-1-4/84CTT.wav,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
data_process/CTT5-1-4/85CTT.wav,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
data_process/CTT5-1-4/97CTT.wav,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000001111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111101110000000000000000000000000000000000000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000111111111011100000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110011100000000000000000000000000000000000000000000000000000000000000000000000001110000000000000000000000111000000000001111111100000000000000000000000000000000000000111100000000000001111111111110000000000000000000111111111100000000000000111110000000000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000000000000000000000000000000000001111111111101111111000000000011111000001111001111000000111111111101110000011100000000001111000001111110000000000000000000000000000000000000000111000000001111111110000111111100001110000001110011111111110000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000001111100001110000111111110000000000000000000000000000001111100000000000000000000000000000000000000000000000000000000001110000000001111111110111110000000000000000000000001110000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
data_process/CTT5-1-4/99CTT.wav,00000000000000000000000111100000000111111110000000000000000000000000000000000000000000000000000000000000000000111111001111111111000000000000000111111000111111111111111111111111000011111111111011100011100000000000000000000000000000000000000000000000000000000000000000000000000011100001110000000000000000000000000000000000000000000000000000000000000011100000000000001111011100000000000000000000000000000000000000000000000000000000000001111111100000111000111100000000000011111000000000011110000000011100000000000000000000111000001111000000000000000000000000000000000000000011111111111111000111111000000000000111000000000000000000000000111110000011111111111110000000000000000011110111111111100000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111111111000111111100111100111111111100011111000000000000000011111000000000000000000000000000000000000111111110000111110000000000000000000000000000000000000000000000000000111111111111111111111111110011100000000000000111111011100000000011111000000000000000000000000111101111000000000000000000000000111000000000000111011110000000000000000000000000000000000000000000000000000000000000000000000000011111000011110000000000000000000000000000000000000000000001111111111100000000000000000011111110011111100000000001110000111000000000000000000000000000000000000001111111111111111100000011111100000000000000000000000000000000000000000000011111000000000000000000000000001111110000000000000000000011100000000000001111110000000000000000000000000000000000000000000000000000000000000000111000000000000000000000000001111111110000011101110000000000000000000000000011110000000111000000000000000000000000000000000000000000000001111000000000111000000000000111000000000000000000000000000000000000000000000000000000000001111111000111111111111000000000000000000000000000000000000000000000000000000000000000000000000000001111110000011111100000000000000000000000000000000000111111001111111111000011111011111111000000000001111111111100000000000000000000000000000000000000000111111111000111111000000000000000000000000000000000000000000000000000000000000000000000001110011111111111111111111111111111000000000011100000000000000000011111100000000000000000000000000000000001111111100011101110000000000000000001111111110000000000000011111000000000011100000000000000000000000001110000000000000000000000000000111111111111111111100000000000000000000000000000000000000000000000000000000111111110111111111111110000000000000011100000000011111000111111111101111000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
data_process/CTT5-2-4/11CTT.wav,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
data_process/CTT5-2-4/25CTT.wav,0000000000011111111111111101111100000000000011111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111000000000000000000000000111111111111111111100000001111100011111000111111100111000000000000000000000000000000000000000000000000000000111111111111110000000000000011111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000011100000000000000000111111111111110000000000000001111111111111111111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111110001111111000111111111111111111111111111111110000000000000000000000000000000000000000000000000000011111100111111110000000000000000011111111111000000000000001110011110001111111111111110000000000000000000000000000000
data_process/CTT5-2-4/2CTT.wav,0000000000000001111111111111111111111111111111111111000000000000000000000000000000000000011111111111111111111111111111111111111000001111111111111111111111111111111110111011110000000000000000000000000000001111111111111111111111111111111111111111110000011111111111111111111111111111110000000000000000111100000111111111111111110001111100000000000000000000001111111111111110000000000000000111111111111111111111111111100000001111110000011111111000000000000111111111111111111111111111111111111000000000011111111111111111111111111111111111111111111111111111101111111111110000000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111100000000000000000000000000000000000000001111111111111111100000000000000000000000000000000000000000000000001111111111111111111111111110000000000111111111111111111111111111111111110111111111111000000000000000000000111111111111111111111000000011111111111110000000000000011111000011111000000000000000000000000000000000000000000000000000111111111111110000000000000000111111111111111000000000000000111000000000000000
data_process/CTT5-2-4/37CTT.wav,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
data_process/CTT5-2-4/39CTT.wav,0000000000000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111110000000000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
data_process/CTT5-2-4/45CTT.wav,0000000000000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000000000000111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110000000000000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111111111000000000000000000000111111111111111111000111111111111111111111111111111100000111111111111111111111111111111111111111111111111111111111111111111111111110000011100000000000011111111111111111111111111111111111110000000000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000000011111111111111111111111111111111111111111111110000000000001111111111111111111111111100111111100111111111111111111111111111100111111111111111111111111111111111111111111111111111111111111111100001111111111111111111111111111111111111111111111111111100000000001111111111111100001111111111111111111111111111111111000000000011111111111111111111111111111111111111111111111111111000000000000000000000000001111111111111111111111111111111111111111111111110000000000111111111111111110000011100000000000000000000000111111111111111111111111111110000001111111111111111111111111000111111111111111111111111111111111111111111111111111111111111111111111111111111000011100000000001111111111111000000001111110000000000000111111111111111111111111111111111111111111000000000000000111111111111111111111111111111111111111111111111111111000000000000000000000000000000000000000000000000000000000000000000000011111111111111111111111111111111111111111111111111111111111111111111111100000000000000000000000001111111111111111111111111111111111100000000011111111111111101111111111111111111000111111111111111111111111111111100000001111111111111111111111111111111111111111111111111111111111111111111111100000000000000001111111111111000000000000000000000011111111111111111111111111111111111111111111111111111111111110000000000000000000001111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100000000001111111111111111111100000001111111111111111111111111111111111111111111111111111111111111111111111111111100000000000000
data_process/CTT5-2-4/46CTT.wav,000000000000011111111111111111111111111111111111110000000000000000000000111100000000000000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000001111111111000000000000000000000000011111111111111111000000111111111111111111111111111111111111111111111111111111111111111100011111111111111111111111111111111100001111110000000000000000000000011111111111111111111111000000000000000000000000000000000000000000000111111111111111111111111111111111111111111100000000001111100000000000000000000000000111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111110111111111111111000000000000000000000000000000000000000000111111111111111111111111111111111000000000011111111111111111111111111111111111111111111111111111111111111111111111111111111110000000111111111111111111100000000000
